,Line,Count,Description,Level,Degree,Plea,Disposition,Disposition Date,casenumber
3749,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-22,21000926MMMA
3750,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-13,21000942MMMA
3751,0,1,OFFER TO COMMIT PROSTITUTION (79607 2b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-11,21001000MMMA
3752,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-26,21001055MMMO
3753,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-23,21001056MMMO
3754,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-23,21001057MMMO
3755,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-23,21001057MMMO
3756,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-31,21001059MMMO
3757,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NOLO-CONTENDERE,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-11,21001061CTMA
3758,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-05,21001061MMMO
3759,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-05,21001062MMMO
3760,0,1,TRESPASS PROPERTY OTHER THAN STRUCT OR CONV (81009 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-13,21001069MMMA
3761,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-26,21001083MMMA
3762,0,1,FALSE REPORT OF A CRIMIE (83705 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-28,21001128MMMO
3763,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-12,21001148MMMA
3764,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-12,21001148MMMA
3765,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-29,21001168MMMO
3766,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-29,21001170MMMO
3767,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-13,21001174CTMA
3768,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-05,21001179MOMS
3769,0,1,EXPIRED DL (MORE THAN 6 MONTHS) (32203 5),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-11-09,21001190CTMA
3770,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-15,21001191MMMO
3771,1,2,RESIST DETENTION PUBLIC LODGE OPERATER (509143 4),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-15,21001191MMMO
3772,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-05,21001198MOMS
3773,0,1,RECKLESS DRIVING (316192 1),M,S,,,,21001203CTMA
3774,0,1,NO MOTOR VEHICLE REGISTRATION (32002 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-13,21001210CTMA
3775,0,1,TRESPASS PROPERTY OTHER THAN STRUCT OR CONV (81009 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-11,21001219MMMO
3776,1,2,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-11,21001219MMMO
3777,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-20,21001249MMMA
3778,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-20,21001249MMMA
3779,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-31,21001253MOMS
3780,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-25,21001256CTMA
3781,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,,,,21001257MMMO
3782,0,1,BATTERY (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-08,21001259MMMO
3783,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-09,21001264MOMS
3784,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-12,21001266MOMS
3785,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-09,21001276MOMS
3786,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-09,21001277MOMS
3787,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-21,21001278MOMS
3788,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-12,21001279MOMS
3789,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-31,21001281MOMS
3790,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-06,21001285MOMS
3791,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-05,21001286MOMS
3792,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-09,21001287MOMS
3793,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-06,21001290MOMS
3794,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-20,21001301CTMA
3795,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-06,21001328MOMS
3796,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-12,21001329MOMS
3797,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-12,21001330MOMS
3798,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-08,21001335MOMS
3799,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-08,21001337MOMS
3800,0,1,GIVING FALSE INFO AT CRASH (316067),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-13,21001340CTMA
3801,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-08,21001342MOMS
3802,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-20,21001348MOMS
3803,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-09,21001361MOMS
3804,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-01-28,21001370MMMA
3805,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2021-05-12,21001372CTMA
3806,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-07,21001372MMMA
3807,1,2,TRESPASSING GENERAL (81008 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-07,21001372MMMA
3808,0,1,ALLOWING UNAUTHORIZED MINOR TO DRIVE (32235),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-21,21001373CTMA
3809,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,,,,21001375MMMA
3810,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-30,21001382MMMA
3811,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-28,21001386MMMA
3812,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-07,21001393MOMS
3813,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-12,21001398MOMS
3814,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-08,21001405MOMS
3815,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-07,21001408MOMS
3816,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-07,21001411MOMS
3817,0,1,POSSESSION OF ALCOHOL ON THE BEACH (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-07,21001416MOMS
3818,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-07,21001437MMMO
3819,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-09-19,21001443MMMA
3820,0,1,SELL GIVE ALCOHOL TO MINOR (56211 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-13,21001444MMMA
3821,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-11-18,21001445CTMA
3822,0,1,SELL GIVE ALCOHOL TO MINOR (56211 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-09,21001446MMMA
3823,0,1,SELL GIVE ALCOHOL TO MINOR (56211 1),M,S,NOLO-CONTENDERE,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-30,21001447MMMA
3824,0,1,REFUSED OBEY POLICE/FIRE OFFICER (316072 3),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-26,21001466CTMA
3825,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-03-23,21001496MMMA
3826,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-21,21001518CTMA
3827,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-05,21001527MMMA
3828,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-05,21001527MMMA
3829,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,ADJUDICATED GUILTY,2022-10-18,21001534MMMA
3830,1,2,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,ACQUITTED,2022-10-18,21001534MMMA
3831,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-20,21001536MMMA
3832,0,1,OFFER AGREE TO SECURE PROSTITUTE ACT (79607 2b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-22,21001537MMMA
3833,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-13,21001540MMMA
3834,0,1,OFFER TO COMMIT PROSTITUTION (79607 2b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-02,21001541MMMA
3835,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-09-29,21001562CTMA
3836,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,,,,21001565CTMA
3837,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-14,21001580MMMO
3838,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,,,,21001582CTMA
3839,0,1,HARRASS A VICTIM OR WITNESS (91422 2),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-15,21001592MMMA
3840,0,1,OFFER AGREE TO SECURE PROSTITUTE ACT (79607 2b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-22,21001622MMMA
3841,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-25,21001638CTMA
3842,0,1,BATTERY  GENERAL (78403 1a1),M,F,,NOLLE PROSSED,2022-10-27,21001640MMMA
3843,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,,,,21001644CTMA
3844,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-21,21001663MMMO
3845,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-21,21001664MMMO
3846,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-26,21001670MMMO
3847,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2021-06-17,21001692MMMA
3848,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-13,21001703MMMO
3849,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-07,21001705MMMA
3850,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-27,21001706MMMA
3851,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-16,21001714CTMA
3852,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-21,21001729MMMA
3853,1,2,CRIMINAL MISCHIEF GENERAL (80613 1b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-21,21001729MMMA
3854,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-06,21001731MMMA
3855,0,1,SOLICITATION/PROCURING FOR PROSTITUTION (79607),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-02,21001736MMMA
3856,1,2,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-02,21001736MMMA
3857,0,1,NO MOTOR CYCLE ENDORSEMENT (322034 ),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-10,21001756CTMA
3858,0,1,SOLICITING ANOTHER TO COMMIT PROSTITUTION (79607 2f),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-07,21001765MMMA
3859,1,2,POSSESSION OF NEW OR LEGEND DRUG W/OUT PRESCRIPTION (49903 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-07,21001765MMMA
3860,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-10,21001768CTMA
3861,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-26,21001793MMMA
3862,0,1,DRIVING UNDER THE INFLUENCE (ENHANCED) (316193 4),M,F,,,,21001807CTMA
3863,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-19,21001808MMMA
3864,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-14,21001825MOMS
3865,0,1,MISUSE OF 911 (365172 14),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-14,21001829MMMA
3866,0,1,RETAIL THEFT (812015 6),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-08,21001859MMMA
3867,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-21,21001866CTMA
3868,0,1,STALKING (784048 2),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-29,21001871MMMA
3869,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-06,21001881MMMA
3870,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,,,,21001889CTMA
3871,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-06,21001896MOMS
3872,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-01,21001901CTMA
3873,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,,NOLLE PROSSED,2022-10-10,21001932MMMA
3874,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-26,21001942MMMA
3875,0,1,ATTEMPT TO COMMIT FRAUDULENT USE OF PERSONAL IDENTITFICATION INFORMATION (817568 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-07,21001962MMMA
3876,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-17,21001979MMMO
3877,0,1,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-10,21001988MMMA
3878,0,1,GIVE FALSE INFORMATION OR REPORTS TO POLICE (316067),M,S,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-10-06,21001992MMMA
3879,0,1,BATTERY  GENERAL (78403 1a1),M,F,,,,21001994MMMA
3880,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-14,21001996MMMA
3881,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-14,21001996MMMA
3882,0,1,POSSESSION OF RED FISH OR RED DRUM NOT IN WHOLE CONDITION (379401 2b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-26,21001998MMMA
3883,1,2,PURCHASE SALWATER FISH DURING CLOSED SEASON (3792421),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-26,21001998MMMA
3884,0,1,UNATTENDED CHILD IN MTR VEH EXCESS OF 15 MINS (31661351a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-30,21001999CTMA
3885,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-07,21002040CTMA
3886,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-26,21002055MMMA
3887,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-29,21002057MMMA
3888,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-21,21002059MMMA
3889,0,1,POSSESSION UNDERSIZED MACKEREL OR SPEC TROUT (379401 2b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-27,21002063MMMA
3890,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-14,21002070CTMA
3891,0,1,DISCHARGE FIREARMS (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-25,21002070MOMS
3892,0,1,BATTERY (78403 1a1),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-10-06,21002090MMMA
3893,0,1,POSSESS OVERSIZED RED FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-14,21002102MMMA
3894,0,1,BATTERY (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-19,21002109MMMA
3895,0,1,CRIMINAL  MISCHIEF (OVER  200 DOLLARS UNDER 1000 DOLLARS) (80613 1b2),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-05,21002125MMMA
3896,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-20,21002173MMMA
3897,0,1,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-26,21002185MMMA
3898,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-10-11,21002191CTMA
3899,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,,,,21002192CTMA
3900,0,1,HARVESTING OF UNDERSIZED SALTWATER FISH (3792412),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-14,21002209MMMA
3901,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-26,21002210MMMA
3902,0,1,DUI WITH DAMAGE TO PROPERTY AND PERSONAL INJURY (316193 3c1),M,F,,,,21002215CTMA
3903,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-18,21002222MMMA
3904,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-26,21002223MMMA
3905,0,1,HARVESTING SALT WATER FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-16,21002242MMMA
3906,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-07,21002250CTMA
3907,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NOLO-CONTENDERE,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-08,21002262MMMA
3908,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-03-03,21002266CTMA
3909,0,1,DOMESTIC VIOLENCE ASSAULT (784011),M,S,,,,21002267MMMA
3910,1,2,FAIL TO REGISTER CONVICTED FELON (77513 6),M,S,,,,21002267MMMA
