,Line,Date,Event,Judge,Location,Result,casenumber
11164,1,2022-10-11 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004344CTMA
11165,2,2022-08-16 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004344CTMA
11166,3,2022-06-21 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004344CTMA
11167,4,2022-04-26 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004344CTMA
11168,5,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004344CTMA
11169,6,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004344CTMA
11170,7,2021-10-15 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004344CTMA
11171,8,2021-10-14 10:30:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004344CTMA
11172,0,2022-12-06 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004345CTMA
11173,1,2022-10-11 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004345CTMA
11174,2,2022-08-16 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004345CTMA
11175,3,2022-06-21 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004345CTMA
11176,4,2022-04-26 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004345CTMA
11177,5,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004345CTMA
11178,6,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004345CTMA
11179,7,2021-10-15 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004345CTMA
11180,8,2021-10-14 10:30:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004345CTMA
11181,0,2021-10-25 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004358CTMA
11182,0,2022-01-20 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004362CTMA
11183,1,2021-11-23 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004362CTMA
11184,2,2021-10-25 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004362CTMA
11185,0,2022-02-17 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Pre Trial,21004363CTMA
11186,1,2022-01-20 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004363CTMA
11187,2,2021-11-23 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004363CTMA
11188,3,2021-10-25 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004363CTMA
11189,0,2022-01-20 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004364CTMA
11190,1,2021-11-23 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004364CTMA
11191,2,2021-10-25 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004364CTMA
11192,0,2021-10-18 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004373MMMA
11193,0,2021-11-01 13:00:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004374CTMA
11194,0,2022-09-13 09:00:00,MOTIONS,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21004374MMMA
11195,1,2022-07-05 08:30:00,JURY TRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004374MMMA
11196,2,2022-03-01 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21004374MMMA
11197,3,2022-02-15 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21004374MMMA
11198,4,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21004374MMMA
11199,5,2021-10-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004374MMMA
11200,0,2022-11-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004379CTMA
11201,1,2022-09-27 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004379CTMA
11202,2,2022-08-02 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004379CTMA
11203,3,2022-06-07 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004379CTMA
11204,4,2022-04-12 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004379CTMA
11205,5,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004379CTMA
11206,6,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004379CTMA
11207,7,2021-11-08 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004379CTMA
11208,0,2022-09-27 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Sentenced,21004388MMMA
11209,1,2022-08-02 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004388MMMA
11210,2,2022-06-07 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004388MMMA
11211,3,2022-05-20 12:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004388MMMA
11212,4,2022-02-17 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Failed To Appear,21004388MMMA
11213,5,2021-12-16 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004388MMMA
11214,6,2021-10-18 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004388MMMA
11215,0,2022-01-20 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004389MMMO
11216,1,2021-11-23 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004389MMMO
11217,2,2021-09-27 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004389MMMO
11218,3,2021-09-24 12:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004389MMMO
11219,0,2022-01-20 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004392MMMO
11220,1,2021-11-23 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004392MMMO
11221,2,2021-09-27 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004392MMMO
11222,3,2021-09-24 12:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004392MMMO
11223,0,2022-11-09 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Not Assigned,21004397MMMA
11224,1,2022-05-11 13:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004397MMMA
11225,2,2022-04-28 13:30:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004397MMMA
11226,3,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,PLED PRIOR TO COURT,21004397MMMA
11227,4,2021-11-22 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Sentenced,21004397MMMA
11228,5,2021-10-11 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004397MMMA
11229,0,2022-12-15 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004412CTMA
11230,1,2022-09-29 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004412CTMA
11231,2,2022-06-09 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004412CTMA
11232,3,2022-04-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004412CTMA
11233,4,2022-02-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004412CTMA
11234,5,2021-12-16 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004412CTMA
11235,6,2021-10-20 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004412CTMA
11236,7,2021-10-17 08:00:00,FIRST APPEARANCE,"HENRY, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004412CTMA
11237,0,2022-11-08 09:00:00,MOTIONS,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004416MMMO
11238,1,2022-10-18 09:30:00,MOTIONS,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004416MMMO
11239,2,2022-04-12 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,PLED PRIOR TO COURT,21004416MMMO
11240,3,2022-02-15 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004416MMMO
11241,4,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004416MMMO
11242,5,2021-10-15 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004416MMMO
11243,6,2021-09-29 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Failed To Appear,21004416MMMO
11244,7,2021-09-27 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004416MMMO
11245,0,2022-11-04 08:30:00,SENTENCE HEARING,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004423MMMA
11246,1,2022-10-12 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,CONTINUENCE,21004423MMMA
11247,2,2022-08-17 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004423MMMA
11248,3,2022-08-13 08:00:00,FIRST APPEARANCE,"GAY, SHONNA YOUNG","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004423MMMA
11249,4,2021-11-23 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Sentenced,21004423MMMA
11250,5,2021-09-29 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004423MMMA
11251,6,2021-09-25 08:30:00,FIRST APPEARANCE,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004423MMMA
11252,0,2022-12-15 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004435CTMA
11253,1,2022-11-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004435CTMA
11254,2,2022-09-29 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004435CTMA
11255,3,2022-08-04 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004435CTMA
11256,4,2022-05-05 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004435CTMA
11257,5,2022-03-10 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004435CTMA
11258,6,2022-02-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004435CTMA
11259,7,2022-01-14 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004435CTMA
11260,8,2022-01-13 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004435CTMA
11261,0,2021-11-01 13:00:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004492CTMA
11262,0,2021-10-11 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004495MMMA
11263,0,2022-04-26 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,PLED PRIOR TO COURT,21004517MMMA
11264,1,2022-04-12 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004517MMMA
11265,2,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004517MMMA
11266,3,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004517MMMA
11267,4,2021-11-08 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004517MMMA
11268,0,2021-11-23 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Pre Trial,21004522CTMA
11269,1,2021-10-27 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004522CTMA
11270,2,2021-10-23 08:30:00,FIRST APPEARANCE,"SMILEY, ELIJAH","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004522CTMA
11271,0,2022-12-06 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004527MMMO
11272,1,2022-10-11 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004527MMMO
11273,2,2022-08-02 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004527MMMO
11274,3,2022-06-07 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004527MMMO
11275,4,2022-04-12 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004527MMMO
11276,5,2022-02-15 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004527MMMO
11277,6,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004527MMMO
11278,7,2021-10-11 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004527MMMO
11279,8,2021-10-08 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004527MMMO
11280,0,2021-10-06 08:30:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004536MMMA
11281,1,2021-10-03 08:00:00,FIRST APPEARANCE,"HENRY, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004536MMMA
11282,0,2022-02-15 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,21004546CTMA
11283,1,2021-12-14 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004546CTMA
11284,2,2021-11-08 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004546CTMA
11285,0,2022-05-16 08:30:00,JURY TRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21004562MMMA
11286,1,2022-03-21 08:30:00,JURY TRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004562MMMA
11287,2,2022-03-01 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004562MMMA
11288,3,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004562MMMA
11289,4,2021-10-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004562MMMA
11290,5,2021-10-10 08:00:00,FIRST APPEARANCE,"STEPHENSON, DUSTIN","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004562MMMA
11291,0,2021-10-18 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",DISPOSED D,21004563MMMA
11292,0,2021-10-08 08:30:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004593MMMA
11293,1,2021-10-07 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004593MMMA
11294,0,2022-10-10 13:30:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004604MMMO
11295,1,2021-10-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Sentenced,21004604MMMO
11296,0,2021-10-18 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",DISPOSED D,21004622MMMA
11297,0,2022-11-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21004624MMMO
11298,1,2022-09-29 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004624MMMO
11299,2,2022-06-09 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004624MMMO
11300,3,2022-05-02 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004624MMMO
11301,4,2022-04-26 13:30:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004624MMMO
11302,5,2021-10-18 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004624MMMO
11303,0,2021-12-14 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,21004655CTMA
11304,1,2021-11-12 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004655CTMA
11305,0,2022-06-21 13:30:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,21004658MMMO
11306,1,2022-04-26 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004658MMMO
11307,2,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004658MMMO
11308,3,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004658MMMO
11309,4,2021-10-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004658MMMO
11310,5,2021-10-10 08:00:00,FIRST APPEARANCE,"STEPHENSON, DUSTIN","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004658MMMO
11311,0,2022-11-09 13:30:00,VIOLATION PROBATION,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004673MMMA
11312,1,2022-09-14 13:30:00,VIOLATION PROBATION,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004673MMMA
11313,2,2022-09-02 12:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004673MMMA
11314,3,2022-07-28 09:00:00,BENCH TRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Sentenced,21004673MMMA
11315,4,2022-04-26 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004673MMMA
11316,5,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004673MMMA
11317,6,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004673MMMA
11318,7,2021-10-15 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004673MMMA
11319,0,2022-09-12 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",No Information filed by SAO,21004682MMMA
11320,1,2022-09-09 12:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004682MMMA
11321,2,2021-10-18 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004682MMMA
11322,3,2021-10-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",OTHER,21004682MMMA
11323,0,2021-11-22 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004684CTMA
11324,0,2022-09-21 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Sentenced,21004688MMMA
11325,1,2022-09-18 09:00:00,FIRST APPEARANCE,"REGISTER, TIMOTHY",ZOOM MEETING,Not Assigned,21004688MMMA
11326,2,2022-09-07 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Failed To Appear,21004688MMMA
11327,3,2022-09-02 12:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004688MMMA
11328,4,2021-11-08 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004688MMMA
11329,0,2022-12-06 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004690MMMA
11330,1,2022-10-11 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004690MMMA
11331,2,2022-08-16 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004690MMMA
11332,3,2022-06-21 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004690MMMA
11333,4,2022-04-26 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004690MMMA
11334,5,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004690MMMA
11335,6,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004690MMMA
11336,7,2021-10-15 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004690MMMA
11337,8,2021-10-14 10:30:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004690MMMA
